"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Mexico","MEX","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.29","","","","12.36","14.59","14.76","14.72","15.96","17.97","18.08","15.29","18.32","10.21","9.2","8.04","6.4","6.25","5.28","7.73","7.49","6.82","6.5","3.02","6.07","6.17","2.97","3.28","","","","","",
"Marshall Islands","MHL","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.13","9.45","","10.88","4.26","5.54","8.57","5.17","4.33","3.63","3.26","3.31","8.29","3.6","3","6.33","3.35","3.37","3.38","3.29","3.46","","",
"Mali","MLI","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46","15.14","15.14","15.14","11.17","","13.46","13.63","13.64","13.64","13.45","12.18","12.88","12.88","12.67","12.67","12.68","12.29","12.3","12.29","11.7","11.7","12.82","12.83","11.77","12.27","11.43","","",
"Malta","MLT","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Myanmar","MMR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.65","4.65","4.65","4.65","4.65","4.47","4.47","4.44","4.3","4.3","4.22","4.05","3.93","","3.48","3.25","4.77","4.77","","2.08","","","","3.68","","3.07","","",
"Middle East & North Africa (excluding high income)","MNA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.07","","28.46","44.42","","27.19","26.57","22.4","25.03","21.07","25.23","20.64","25.18","22.23","16.74","14.53","13.67","13.09","15.33","12.6","14.15","13.82","9.88","9","7.42","7.15","7.52","7.36","","","","","","",
"Montenegro","MNE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","3.68","3.48","3.36","3.26","2.63","2.11","2.05","2.05","1.78","1.77","1.8","1.51","1.74","1.97","","",
"Mongolia","MNG","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","4.89","6.83","6.83","4.88","4.9","4.2","4.19","4.92","4.92","4.92","4.94","4.94","","4.94","","4.93","","5.06","5.04","5.03","5.02","5.04","","",
"Northern Mariana Islands","MNP","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.81","12.73","13.08","","12.95","12.13","10.99","10.78","8.8","8.77","10.75","8.76","","7.45","","7.16","","8.96","","8.94","8.84","","",
"Mauritania","MRT","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.83","","","","","11.48","12.38","9.44","9.57","9.45","9.36","","","12.34","12.38","","","12.55","12.55","13.21","12.53","","",
"Mauritius","MUS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7","31.93","32.71","31.08","31","22.4","24.08","23.65","","23.27","8.46","4.74","4.82","4.79","2.33","2.3","1.8","2.76","2.9","1.78","1.76","1.76","1.25","1.21","1.3","1.18","1.16","","",
"Malawi","MWI","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.42","","25.53","26.73","19.44","","15.57","12.92","","15.43","","","12.89","","12.09","12.71","11.59","12.27","11.51","8.82","9.06","9.05","9.17","","","7.08","9.46","9.48","","",
"Malaysia","MYS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","","","16.4","","13.01","","","10.92","8.88","14.09","10.38","9.53","8.01","7.51","7.94","12.06","7.55","6.96","6.99","6.79","6.7","5.82","6.61","6.6","6.98","3.37","","6.22","","","","5.65","5.61","","",
"North America","NAC","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.06","5.34","","6.9","6.57","6.41","6.71","6.4","6.52","6.66","6.38","6.5","6.76","6.66","6.89","7.42","6.05","6.35","7.26","6.66","6.73","","",
"New Caledonia","NCL","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.38","14.17","14.24","14.1","14.27","12.8","12.71","12.7","12.71","12.8","13.14","13.13","13.29","13.17","10.73","10.84","13.27","13.08","12.18","10.55","10.48","","",
"Nigeria","NGA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.93","27.83","28.02","","28.13","","","87.19","22.95","23","23","24.64","24.69","24.23","25.17","24.61","","10.55","10.59","","10.82","9.94","11.06","11.16","","11.35","11.76","11.27","11.48","","","","12.75","12.7","","",
"Nicaragua","NIC","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.68","9.14","6.63","4.9","9.05","3.04","4.26","4.31","4.59","5.27","6.72","5.73","5.39","5.58","4.31","4.15","4.39","4.3","3.92","3.86","3.79","3.57","3.48","3.33","3.19","3.26","3.04","","",
"Netherlands","NLD","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Norway","NOR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","","","2.86","","10.24","4.66","8.34","6.92","4.47","6.5","5.07","4.42","4.08","4.19","4.39","4.1","4.32","3.54","3.4","4.02","4.13","4.23","4.12","3.84","3.94","3.69","3.62","3.51","3.24","3.27","3.49","","",
"Nepal","NPL","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.87","","","","","21.67","14.36","14.41","","14.66","14.87","14.82","14.72","13.11","13.05","15.07","12.77","12.98","13.15","12.85","11.82","12.66","12.63","12.65","","12.79","20.2","12.1","13.1","","",
"Nauru","NRU","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.73","12.5","14.9","19.51","17.59","16.27","","",
"New Zealand","NZL","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.14","10.03","","","6.47","5.83","4.8","3.9","3.27","4.3","4.68","5.23","5.76","4.87","4.76","3.76","2.86","2.6","4.23","2.86","3","2.37","2.18","2.17","2.13","2.13","","2.01","1.94","1.91","","",
"OECD members","OED","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.53","","","","","4.68","","","","5.35","7.97","6.64","4.83","3.94","3.97","3.83","4.25","3.9","","","3.41","3.26","3.2","3.53","3.56","3.66","3.67","3.27","3.24","3.12","","",
"Other small states","OSS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.26","","","45.83","24.54","24.05","20.34","17.37","16.98","16.17","14.72","14.86","14.97","14.06","14.72","14.79","14.39","14.14","14.65","13.63","12.73","12.55","","12.58","12.55","11.7","11.65","","",
"Panama","PAN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.26","8.26","8.32","8.17","7.97","8.26","7.83","7.82","7.41","7.67","7.4","7.31","7.76","7.48","7.3","7.28","6.93","","7.37","","","","","6.19","5.99","","",
"Peru","PER","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.92","","16.24","","13.2","13.14","13.08","13.2","11.86","10.31","9.68","9.76","9.19","8.56","8.48","4.69","4.54","4.74","3.12","","2.88","2.8","2.81","","1.38","1.25","1.27","1.14","1.08","","",
"Philippines","PHL","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.36","28.37","19.54","","19.52","22.04","21.22","19.79","14.29","12.75","10.29","9.45","7.19","6.93","5.29","4.48","5.16","5.14","5.12","5.03","5.07","5.05","5.05","3.98","3.9","3.86","","3.8","4.91","3.7","4.04","3.54","3.42","4.01","","",
"Palau","PLW","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84","2.84","","","","5.04","4.83","4.75","","","5.07","5.47","14.14","15.56","21.42","6.78","6.8","","",
"Papua New Guinea","PNG","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.53","","20.89","7.86","7.74","7.31","6.32","6.72","6.77","5.46","5.19","5.12","4.97","5.12","","4.71","4.72","","","","","8.28","11.28","4.57","4.34","","",
"Poland","POL","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Pre-demographic dividend","PRE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Paraguay","PRY","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.35","","","8.75","9.72","11.67","11.8","12.04","10.78","13.6","13.59","13.39","13.44","9.7","8.41","7.17","8","8.46","7.95","8.33","8.4","8.34","8.24","8.14","8.1","8.28","8.11","8.14","8.14","7.46","8.11","","",
"West Bank and Gaza","PSE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27","2.37","2.48","2.45","1.86","","","","","","",
"Pacific island small states","PSS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.82","6.82","","6.7","5.84","5.74","5.73","7.53","7.48","6.6","6.6","6.56","6.88","7.62","","",
"Qatar","QAT","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.11","5.12","5.22","4.13","4.06","4.16","4.17","4.4","4.78","4.78","4.21","4.24","3.84","3.68","3.68","4","3.98","4.13","3.92","3.95","","",
"Romania","ROU","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Russian Federation","RUS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34","11.11","","11.92","13.99","","","","11.9","11.64","","","11.39","","9.97","9.94","9.99","7.11","8.59","8.28","8.05","7.34","5.33","5.34","5.06","4.92","6.86","5.01","5.51","","",
"Rwanda","RWA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.69","","","","","","","11.57","10.45","24.21","9.75","","19.48","19.73","","18.66","11.43","11.19","10.28","10.77","11.11","11.1","11.18","11.5","","11.26","11.64","11.69","11.9","","",
"South Asia","SAS","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.36","55.04","","56.02","23.09","46.9","50.26","36.32","25.24","27.56","26.33","22.94","21.94","22.85","18.98","19.82","15.62","14.44","13.8","12.6","13","12.34","12.93","11.4","11.64","11.48","10.73","11.16","9.62","","","","","","",
"Saudi Arabia","SAU","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.32","","","","","12.37","12.65","12.68","6.77","6.64","6.66","4.19","4.16","4.02","3.33","3.28","","4.83","4.15","4.15","4.03","5.08","","4.54","","","4.7","","","",
"Sudan","SDN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.03","","","","","","22.6","","","","11.47","","14.22","14.26","12.67","12.56","12.09","12.16","","","","14.28","","","0","0","","",
"Senegal","SEN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.86","13.83","13.92","13.93","13.97","13.49","13.41","13.41","13.41","13.42","13.32","13.13","13.13","13.18","12.95","12.96","13.17","12.96","12.78","12.8","12.88","","",
"Singapore","SGP","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72","","","","","","0.58","0.07","0.07","0.07","0.07","0.07","0.05","0.06","0.05","0","0.05","0.05","0.04","0.15","0.14","0.17","0.28","0.21","0.21","0.2","0.2","0.21","0.19","0.58","1.2","0.17","0.08","","",
"Solomon Islands","SLB","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","","","10.72","10.78","10.09","12.24","16.85","11.86","10.11","","",
"Sierra Leone","SLE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.93","","14.62","","","","12.87","12.91","12.88","","","","","","","","13.63","13.74","","",
"El Salvador","SLV","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.04","8.71","8.1","5.94","7.03","7.38","7.47","5.76","7.21","5.99","6.68","5.04","5.05","3.82","3.73","5.03","5.18","4.1","4.29","4","3.83","","3.69","3.47","3.37","3.41","3.28","","",
"San Marino","SMR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13","10.05","","","8.09","","7.56","7.64","5.25","4.65","4.02","","7.29","","2.67","2.7","2.78","2.76","","","3.08","","",
"Sub-Saharan Africa (excluding high income)","SSA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.97","27.83","16.47","11.33","28.13","15.51","23.41","30.57","19.42","18.88","20.35","18.63","15.7","14.9","14.4","13.52","12.86","12.2","11.91","11.93","11.85","11.54","11.62","11.46","11.5","10.76","10.43","10.39","9.99","7.76","","","","","","",
"South Sudan","SSD","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.97","27.83","16.47","11.33","28.13","15.51","23.41","30.57","19.42","18.88","20.33","18.63","15.7","14.93","14.44","13.53","12.86","12.27","11.89","11.97","11.83","11.51","11.61","11.46","11.5","10.76","10.39","10.39","9.99","7.76","","","","","","",
"Small states","SST","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.91","9.86","9.85","9.84","","9.81","10","","","","",
"Suriname","SUR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.09","","","17.55","14.4","","","","","","","11.12","","12","12.01","11.77","10.84","10.84","","","","","10.74","10.76","10.76","10.15","","",
"Slovak Republic","SVK","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Slovenia","SVN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Sweden","SWE","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","3.49","6.01","4.71","3.88","3.54","4.21","5.73","4.22","3.47","3.9","4.31","3.3","4.26","2.57","2.54","2.64","2.68","2.75","2.53","2.37","2.44","2.78","2.3","2.28","2.21","2.76","2.73","2.48","2.48","2.46","2.55","1.71","2.24","","",
"Eswatini","SWZ","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","9.19","","11.21","12.08","10.31","11.14","11.72","11.3","10.48","11.86","8.53","3.62","3.84","4.68","4.4","2.98","2.08","8.46","6.91","7.18","","",
"Sint Maarten (Dutch part)","SXM","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.22","27.69","","","","12.15","9.06","9.75","","","","","","","","2.39","2.85","2.74","2.27","8.91","1.79","1.75","","",
"Syrian Arab Republic","SYR","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.67","","","","","","","11.2","11.86","","","15.16","","","","","","","8.98","","","",
"Turks and Caicos Islands","TCA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.08","","17.08","","","","17.59","17.56","17.56","17.41","18.13","18.18","17.09","17.56","17.56","17.42","17.41","","17.71","","17.04","18.16","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.22","15.56","","15.46","14.35","14.27","14.23","14.55","14.56","14.61","14.15","13.85","13.85","13.84","13.53","13.66","13.14","12.88","12.87","11.84","12.08","13.31","13.13","11.83","11.83","11.33","","",
"Thailand","THA","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.22","","41.99","","44.17","","21.77","","","","42.61","17.12","14.71","","13.75","11.32","10.55","10.84","10.52","10.78","11.01","10.81","11.25","","12.03","8.42","7.96","","","","","","8.48","","",
"Tajikistan","TJK","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.01","","","","4.61","","4.85","5.19","4.96","6.14","5.22","5.08","","","5.04","5.87","","",
