Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","SVN","Slovénie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","5023","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SVN","Slovénie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","40916","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","SOM","Somalie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","3851","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SOM","Somalie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","5023","I","Valeur imputée",""
"QCL","Cultures et produits animaux","SDN","Soudan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","50260","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SDN","Soudan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","33674","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SSD","Soudan du Sud","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","36667","E","Valeur estimée",""
"QCL","Cultures et produits animaux","SSD","Soudan du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","38958","E","Valeur estimée",""
"QCL","Cultures et produits animaux","LKA","Sri Lanka","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","22767","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","LKA","Sri Lanka","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","173573","I","Valeur imputée",""
"QCL","Cultures et produits animaux","SWE","Suède","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","109581","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","CHE","Suisse","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","13109","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","CHE","Suisse","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","87016","I","Valeur imputée",""
"QCL","Cultures et produits animaux","SUR","Suriname","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","6277","I","Valeur imputée",""
"QCL","Cultures et produits animaux","SUR","Suriname","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","7679","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TJK","Tadjikistan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","15279","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TJK","Tadjikistan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","11422","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TCD","Tchad","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","6147","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TCD","Tchad","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","8043","E","Valeur estimée",""
"QCL","Cultures et produits animaux","CZE","Tchéquie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","118316","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","THA","Thaïlande","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","289778","E","Valeur estimée",""
"QCL","Cultures et produits animaux","THA","Thaïlande","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1299615","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TLS","Timor-Leste","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","1004","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TLS","Timor-Leste","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1104","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TGO","Togo","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","34592","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","TGO","Togo","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","35554","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TKL","Tokélaou","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","5","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TKL","Tokélaou","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","6","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TON","Tonga","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","339","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TON","Tonga","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","365","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TTO","Trinité-et-Tobago","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","40087","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TTO","Trinité-et-Tobago","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","33004","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","TUN","Tunisie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","100147","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TUN","Tunisie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","105342","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TKM","Turkménistan","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","21108","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","TKM","Turkménistan","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","18405","I","Valeur imputée",""
"QCL","Cultures et produits animaux","TUR","Turquie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","361096","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","TUR","Turquie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","1347727","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","TUV","Tuvalu","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","57","E","Valeur estimée",""
"QCL","Cultures et produits animaux","TUV","Tuvalu","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","66","E","Valeur estimée",""
"QCL","Cultures et produits animaux","UKR","Ukraine","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","186623","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","UKR","Ukraine","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","655401","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","URY","Uruguay","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","3073","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","URY","Uruguay","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","30808","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","VUT","Vanuatu","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","414","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","VUT","Vanuatu","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","526","I","Valeur imputée",""
"QCL","Cultures et produits animaux","VEN","Venezuela (République bolivarienne du)","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","125528","I","Valeur imputée",""
"QCL","Cultures et produits animaux","VEN","Venezuela (République bolivarienne du)","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","216000","X","Ciffre de sources internationales","Chiffre non officiel"
"QCL","Cultures et produits animaux","VNM","Viet Nam","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","400467","I","Valeur imputée",""
"QCL","Cultures et produits animaux","VNM","Viet Nam","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","562630","I","Valeur imputée",""
"QCL","Cultures et produits animaux","YEM","Yémen","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","69758","E","Valeur estimée",""
"QCL","Cultures et produits animaux","YEM","Yémen","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","191070","E","Valeur estimée",""
"QCL","Cultures et produits animaux","ZMB","Zambie","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","41183","E","Valeur estimée",""
"QCL","Cultures et produits animaux","ZMB","Zambie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","49813","E","Valeur estimée",""
"QCL","Cultures et produits animaux","ZWE","Zimbabwe","5112","Réserves","02151","Poulets","2022","2022","1000 têtes","16261","E","Valeur estimée",""
"QCL","Cultures et produits animaux","ZWE","Zimbabwe","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","71381","E","Valeur estimée",""
