Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","THA","Thaïlande","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1913","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","THA","Thaïlande","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TLS","Timor-Leste","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TLS","Timor-Leste","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","6","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TGO","Togo","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","28","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TGO","Togo","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","20","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TON","Tonga","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TON","Tonga","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","9","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TTO","Trinité-et-Tobago","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TTO","Trinité-et-Tobago","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","21","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TUN","Tunisie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","242","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TUN","Tunisie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TKM","Turkménistan","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","30","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TKM","Turkménistan","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","46","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TUR","Turquie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2476","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TUR","Turquie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","63","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TUV","Tuvalu","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","TUV","Tuvalu","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","UKR","Ukraine","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1253","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","UKR","Ukraine","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","79","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","URY","Uruguay","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","75","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","URY","Uruguay","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","12","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VUT","Vanuatu","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VUT","Vanuatu","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VEN","Venezuela (République bolivarienne du)","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","426","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VEN","Venezuela (République bolivarienne du)","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","23","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VNM","Viet Nam","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1249","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","VNM","Viet Nam","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","270","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","YEM","Yémen","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","202","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","YEM","Yémen","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","103","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ZMB","Zambie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ZMB","Zambie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","57","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ZWE","Zimbabwe","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","112","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","ZWE","Zimbabwe","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
